brand,model,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,weight,display_size,warranty,Touchscreen,msoffice,latest_price,old_price,discount,star_rating,ratings,reviews,link
DELL,Inspiron,AMD,Ryzen 3,Missing,8 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,ThinNlight,15.6,0,No,No,37390,50149,25,4.2,38,5,https://www.flipkart.com/dell-inspiron-intel-core-i3-11th-gen-1115g4-4-gb-512-gb-ssd-windows-10-3501-thin-light-laptop/p/itmde86143129e09?pid=COMG24PGWEJEQCZN&lid=LSTCOMG24PGWEJEQCZNTPTEKU&marketplace=FLIPKART&q=DELL+Inspiron+AMD+Ryzen+3+Missing+DDR4&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=2a40c427-e80b-4d34-8de5-9e1619a8702e.COMG24PGWEJEQCZN.SEARCH&ppt=None&ppn=None&ssid=3whhvkxb4g0000001704464396776&qH=3b8b0de18a2965dc
DELL,Inspiron,AMD,Ryzen 3,Missing,4 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,52632,0,0,0.0,0,0,https://www.flipkart.com/dell-amd-ryzen-3-dual-core-3250u-8-gb-512-gb-ssd-windows-11-home-inspiron-3515-thin-light-laptop/p/itmbc1107630c1cd?pid=COMGC3HZASRWKGTN&lid=LSTCOMGC3HZASRWKGTNU3PYBS&marketplace=FLIPKART&q=DELL+Inspiron+AMD+Ryzen+3+Missing+DDR4&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=f01eef7f-f198-4d41-8581-222895201f48.COMGC3HZASRWKGTN.SEARCH&ppt=None&ppn=None&ssid=wr1appc4zk0000001704464397474&qH=3b8b0de18a2965dc
DELL,Inspiron,AMD,Ryzen 3,Missing,4 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,Missing,1,No,Yes,39990,49613,19,4.1,409,39,https://www.flipkart.com/dell-amd-ryzen-3-dual-core-3250u-8-gb-512-gb-ssd-windows-11-home-inspiron-3515-thin-light-laptop/p/itmbc1107630c1cd?pid=COMGC3HZASRWKGTN&lid=LSTCOMGC3HZASRWKGTNU3PYBS&marketplace=FLIPKART&q=DELL+Inspiron+AMD+Ryzen+3+Missing+DDR4&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=e5885806-b130-45c3-ba18-49c86979fd53.COMGC3HZASRWKGTN.SEARCH&ppt=None&ppn=None&ssid=a5yuc5h9uo0000001704464398263&qH=3b8b0de18a2965dc
DELL,DELL,AMD,Ryzen 3,Missing,4 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,Missing,1,No,No,43990,49999,12,0.0,0,0,https://www.flipkart.com/chuwi-intel-celeron-quad-core-12th-gen-n100-8-gb-256-gb-ssd-windows-11-home-gemibook-x-pro-laptop/p/itm95998eabab6f9?pid=COMGVBZBDZJXUZFC&lid=LSTCOMGVBZBDZJXUZFCFYZTJO&marketplace=FLIPKART&q=DELL+DELL+AMD+Ryzen+3+Missing+DDR4&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=en_hY3c8VRbW5QPCShEqj9N5VtnEQuUpUz-89zaPwh2WfKK_DZz97KkhACKemoa4F7A6an-fvi95oJtwpAJOdZDvw%3D%3D&ppt=None&ppn=None&ssid=pvsc3qbnu80000001704464399436&qH=ea3dfe152536b607
HP,15q,AMD,Ryzen 3,Missing,4 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,15.6,1,No,No,32917,0,0,4.0,353,58,https://www.flipkart.com/hp-15q-amd-ryzen-3-dual-core-2200u-4-gb-1-tb-hdd-windows-10-home-15q-dy0004au-laptop/p/itm5f72a882d5e71?pid=COMFAUD93CUTCAG8&lid=LSTCOMFAUD93CUTCAG8LTDN95&marketplace=FLIPKART&q=HP+15q+AMD+Ryzen+3+Missing+DDR4&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=c0cdff25-9626-4af5-ac1e-94dbffde932b.COMFAUD93CUTCAG8.SEARCH&ppt=None&ppn=None&ssid=0b32os5nu80000001704464400642&qH=28207fb16bea7239
Lenovo,Ryzen,AMD,Ryzen 3,Missing,4 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,15.6,0,No,No,34990,36923,5,3.3,38,6,Not Found
DELL,Inspiron,AMD,Ryzen 3,Missing,8 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,ThinNlight,14.96,0,No,No,39990,51574,22,3.1,18,4,Not Found
HP,15s,AMD,Ryzen 3,Missing,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,15.6,1,No,Yes,41999,48294,13,4.3,3524,432,https://www.flipkart.com/hp-15s-amd-ryzen-3-dual-core-3250u-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-15s-gr0012au-laptop/p/itmd6d55c5bf6477?pid=COMFZHFWBE7APPH2&lid=LSTCOMFZHFWBE7APPH2ZJTWOT&marketplace=FLIPKART&q=HP+15s+AMD+Ryzen+3+Missing+DDR4&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=40364a6c-e5c9-4578-acfd-113c82946c00.COMFZHFWBE7APPH2.SEARCH&ppt=None&ppn=None&ssid=zs69bwpyz40000001704464402987&qH=67673f511e918b0f
HP,Chromebook,MediaTek,MediaTek Kompanio,10th,4 GB GB,DDR4,0 GB,512 GB,DOS,32-bit,0,Casual,Missing,0,No,No,22990,26663,13,3.8,4623,553,https://www.flipkart.com/hp-chromebook-mediatek-kompanio-500-4-gb-64-gb-emmc-storage-chrome-os-11a-na0002mu/p/itmd49c881ebf1ac?pid=COMGYJYYA7FFRXZC&lid=LSTCOMGYJYYA7FFRXZC1IPSC5&marketplace=FLIPKART&q=HP+Chromebook+MediaTek+MediaTek+Kompanio+10th+DDR4&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=fd8a1fbb-3ca8-4f63-8012-1123bf186b6b.COMGYJYYA7FFRXZC.SEARCH&ppt=None&ppn=None&ssid=hwdi741jk00000001704464403860&qH=63a6ec7f5a791846
HP,Chromebook,MediaTek,MediaTek Kompanio,10th,4 GB GB,LPDDR4X,0 GB,512 GB,DOS,32-bit,0,Casual,Missing,0,No,No,22490,24845,9,3.8,4623,553,https://www.flipkart.com/hp-chromebook-mediatek-kompanio-500-4-gb-64-gb-emmc-storage-chrome-os-11a-na0006mu/p/itm22eeb6e5da3ef?pid=COMG4ZYCEHDCEBUP&lid=LSTCOMG4ZYCEHDCEBUPHKD5P2&marketplace=FLIPKART&q=HP+Chromebook+MediaTek+MediaTek+Kompanio+10th+LPDDR4X&store=6bo%2Fb5g&spotlightTagId=TrendingId_6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=5316aeec-1942-4b27-a18f-9f7543fec459.COMG4ZYCEHDCEBUP.SEARCH&ppt=None&ppn=None&ssid=w1ynsedpow0000001704464404763&qH=465f8089fedfc126
HP,Chromebook,MediaTek,MediaTek Kompanio,10th,4 GB GB,LPDDR4X,0 GB,512 GB,DOS,32-bit,0,Casual,Missing,0,No,No,22990,24845,7,3.8,4623,553,https://www.flipkart.com/hp-chromebook-mediatek-kompanio-500-4-gb-64-gb-emmc-storage-chrome-os-11a-na0006mu/p/itm22eeb6e5da3ef?pid=COMG4ZYCEHDCEBUP&lid=LSTCOMG4ZYCEHDCEBUP97UI1U&marketplace=FLIPKART&q=HP+Chromebook+MediaTek+MediaTek+Kompanio+10th+LPDDR4X&store=6bo%2Fb5g&spotlightTagId=TrendingId_6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=e65df168-4817-4d3a-bee6-90be0849d36d.COMG4ZYCEHDCEBUP.SEARCH&ppt=None&ppn=None&ssid=7fp5ivv69c0000001704464405813&qH=465f8089fedfc126
MICROSOFT,Surface,AMD,Ryzen 5,Missing,4 GB GB,DDR4,128 GB,0 GB,Windows,64-bit,0,Casual,Missing,0,Yes,No,99990,124999,20,3.8,9,0,Not Found
DELL,Vostro,AMD,Ryzen 5,Missing,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,14,1,No,Yes,41990,59580,29,4.3,939,107,https://www.flipkart.com/dell-vostro-intel-core-i3-11th-gen-1115g4-4-gb-1-tb-hdd-256-gb-ssd-windows-10-home-3400-thin-light-laptop/p/itmd7d28b575a751?pid=COMGYCG8YVCZHJCR&lid=LSTCOMGYCG8YVCZHJCRIOWCWT&marketplace=FLIPKART&q=DELL+Vostro+AMD+Ryzen+5+Missing+DDR4&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=3c6705f4-9f9e-4c15-8e2c-0263aaeb3957.COMGYCG8YVCZHJCR.SEARCH&ppt=None&ppn=None&ssid=als1axu6yo0000001704464408305&qH=f70f8ad8ccf2c716
DELL,Inspiron,AMD,Ryzen 5,Missing,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,No,44490,58194,23,4.2,14,1,https://www.flipkart.com/dell-inspiron-intel-core-i3-11th-gen-1115g4-4-gb-512-gb-ssd-windows-10-3501-thin-light-laptop/p/itmde86143129e09?pid=COMG24PGWEJEQCZN&lid=LSTCOMG24PGWEJEQCZNTPTEKU&marketplace=FLIPKART&q=DELL+Inspiron+AMD+Ryzen+5+Missing+DDR4&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=97ca8bf5-494d-42fd-987e-4e5591b12bab.COMG24PGWEJEQCZN.SEARCH&ppt=None&ppn=None&ssid=4rchz5uefk0000001704464410138&qH=86f1defc52c2c1e2
DELL,Inspiron,AMD,Ryzen 5,Missing,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,15.6,1,No,Yes,41990,49613,15,4.4,649,84,https://www.flipkart.com/dell-inspiron-intel-core-i3-11th-gen-1115g4-4-gb-512-gb-ssd-windows-10-3501-thin-light-laptop/p/itmde86143129e09?pid=COMG24PGWEJEQCZN&lid=LSTCOMG24PGWEJEQCZNTPTEKU&marketplace=FLIPKART&q=DELL+Inspiron+AMD+Ryzen+5+Missing+DDR4&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=73cfa1a5-357a-4e3f-a75d-16dd446f89b2.COMG24PGWEJEQCZN.SEARCH&ppt=None&ppn=None&ssid=vo9vtdsji80000001704464411164&qH=86f1defc52c2c1e2
DELL,Vostro,AMD,Ryzen 5,Missing,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,14,1,No,Yes,44490,58286,23,4.3,8,2,https://www.flipkart.com/dell-vostro-intel-core-i3-11th-gen-1115g4-4-gb-1-tb-hdd-256-gb-ssd-windows-10-home-3400-thin-light-laptop/p/itmd7d28b575a751?pid=COMGYCG8YVCZHJCR&lid=LSTCOMGYCG8YVCZHJCRIOWCWT&marketplace=FLIPKART&q=DELL+Vostro+AMD+Ryzen+5+Missing+DDR4&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=d25083ad-3bf3-4ab0-a589-413e4ba21a89.COMGYCG8YVCZHJCR.SEARCH&ppt=None&ppn=None&ssid=ltsf2muips0000001704464411848&qH=f70f8ad8ccf2c716
MSI,Modern,AMD,Ryzen 5,Missing,4 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,No,49990,67990,26,0.0,0,0,Not Found
DELL,Inspiron,AMD,Ryzen 5,Missing,4 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,No,44390,56573,21,4.0,276,24,https://www.flipkart.com/dell-inspiron-intel-core-i3-11th-gen-1115g4-4-gb-512-gb-ssd-windows-10-3501-thin-light-laptop/p/itmde86143129e09?pid=COMG24PGWEJEQCZN&lid=LSTCOMG24PGWEJEQCZNTPTEKU&marketplace=FLIPKART&q=DELL+Inspiron+AMD+Ryzen+5+Missing+DDR4&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=8d7f251c-3a85-4e87-87f2-daf023093599.COMG24PGWEJEQCZN.SEARCH&ppt=None&ppn=None&ssid=g9i68dbc7k0000001704464413264&qH=86f1defc52c2c1e2
HP,Pavilion,AMD,Ryzen 5,Missing,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,1,No,No,57990,70172,17,4.5,4740,532,Not Found
Lenovo,IdeaPad,AMD,Ryzen 5,Missing,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,15.6,1,No,Yes,56990,83890,32,4.5,162,15,Not Found
Lenovo,IdeaPad,AMD,Ryzen 5,Missing,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,No,48990,68990,28,4.4,219,27,https://www.flipkart.com/lenovo-amd-ryzen-3-dual-core-3250u-4-gb-1-tb-hdd-windows-10-home-v15-ada-laptop/p/itmad23b02d9337d?pid=COMG6YYRBH2WM5G5&lid=LSTCOMG6YYRBH2WM5G50NX7GB&marketplace=FLIPKART&q=Lenovo+IdeaPad+AMD+Ryzen+5+Missing+DDR4&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=f8c01f5c-8288-44f3-a293-1163a249f5dd.COMG6YYRBH2WM5G5.SEARCH&ppt=None&ppn=None&ssid=dgcto1oidc0000001704464416287&qH=38a2f14ea4d4353b
HP,Ryzen,AMD,Ryzen 5,Missing,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,1,No,Yes,49970,59808,16,4.5,193,28,https://www.flipkart.com/hp-245-g8-ryzen-3-amd-dual-core-4-gb-1-tb-hdd-windows-10-thin-light-laptop/p/itm992433202ad77?pid=COMG23GA3FC5RZHP&lid=LSTCOMG23GA3FC5RZHPE4XHSZ&marketplace=FLIPKART&q=HP+Ryzen+AMD+Ryzen+5+Missing+DDR4&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=ee764f65-f261-4755-bab3-a973397a82bf.COMG23GA3FC5RZHP.SEARCH&ppt=None&ppn=None&ssid=vrn0zmjdgg0000001704464417372&qH=ace729592f7bf915
MSI,Modern,AMD,Ryzen 5,Missing,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,0,No,No,47990,61990,22,4.6,562,89,Not Found
HP,Ryzen,AMD,Ryzen 5,Missing,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,48990,60959,19,4.4,45,5,https://www.flipkart.com/hp-245-g8-ryzen-3-amd-dual-core-4-gb-1-tb-hdd-windows-10-thin-light-laptop/p/itm992433202ad77?pid=COMG23GA3FC5RZHP&lid=LSTCOMG23GA3FC5RZHPE4XHSZ&marketplace=FLIPKART&q=HP+Ryzen+AMD+Ryzen+5+Missing+DDR4&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=d16d5b8d-128f-4fdc-b75a-9c256ff14475.COMG23GA3FC5RZHP.SEARCH&ppt=None&ppn=None&ssid=9kokaok2sg0000001704464420223&qH=ace729592f7bf915
acer,Swift,AMD,Ryzen 5,Missing,8 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,1,No,No,53990,89999,40,4.9,7,0,Not Found
Lenovo,IdeaPad,AMD,Ryzen 5,Missing,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,15.6,1,No,Yes,52990,78290,32,4.2,39,5,https://www.flipkart.com/lenovo-amd-ryzen-3-dual-core-3250u-4-gb-1-tb-hdd-windows-10-home-v15-ada-laptop/p/itmad23b02d9337d?pid=COMG6YYRBH2WM5G5&lid=LSTCOMG6YYRBH2WM5G50NX7GB&marketplace=FLIPKART&q=Lenovo+IdeaPad+AMD+Ryzen+5+Missing+DDR4&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=e76de7c0-9c1b-4d08-a8fb-bb519aa44b48.COMG6YYRBH2WM5G5.SEARCH&ppt=None&ppn=None&ssid=m7h6x2qusw0000001704464422119&qH=38a2f14ea4d4353b
acer,Aspire,AMD,Ryzen 5,Missing,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,15.6,1,No,No,43990,52999,16,0.0,0,0,Not Found
Lenovo,Ideapad,AMD,Ryzen 5,Missing,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,15.6,0,No,No,59490,89490,33,4.5,92,10,Not Found
MSI,Bravo,AMD,Ryzen 5,Missing,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,0,No,No,64990,83990,22,4.5,469,80,Not Found
DELL,Vostro,AMD,Ryzen 5,Missing,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,47490,61740,23,2.5,2,1,Not Found
HP,HP,AMD,Ryzen 5,Missing,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,1,No,No,59990,76020,21,4.4,1978,188,https://www.flipkart.com/hp-245-g8-ryzen-3-amd-dual-core-4-gb-1-tb-hdd-windows-10-thin-light-laptop/p/itm992433202ad77?pid=COMG23GA3FC5RZHP&lid=LSTCOMG23GA3FC5RZHPE4XHSZ&marketplace=FLIPKART&q=HP+HP+AMD+Ryzen+5+Missing+DDR4&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=0770ec49-aec9-4759-8235-86fda259cda1.COMG23GA3FC5RZHP.SEARCH&ppt=None&ppn=None&ssid=6kbcrx5ccg0000001704464425908&qH=21c02da82c56628f
Lenovo,Legion,AMD,Ryzen 5,Missing,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,0,No,No,69990,107690,35,4.3,9,0,Not Found
HP,15-ec1105AX,AMD,Ryzen 5,Missing,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,1,No,No,58990,70172,15,4.5,1049,134,Not Found
DELL,Vostro,AMD,Ryzen 5,Missing,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,1,No,No,59490,61060,2,4.6,74,18,https://www.flipkart.com/dell-vostro-intel-core-i3-11th-gen-1115g4-4-gb-1-tb-hdd-256-gb-ssd-windows-10-home-3400-thin-light-laptop/p/itmd7d28b575a751?pid=COMGYCG8YVCZHJCR&lid=LSTCOMGYCG8YVCZHJCRIOWCWT&marketplace=FLIPKART&q=DELL+Vostro+AMD+Ryzen+5+Missing+DDR4&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=a8d92545-ce7f-4f7a-8d35-8b3c45d14919.COMGYCG8YVCZHJCR.SEARCH&ppt=None&ppn=None&ssid=o07yscf6ww0000001704464428192&qH=f70f8ad8ccf2c716
HP,Pavilion,AMD,Ryzen 5,Missing,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,67500,75049,10,4.4,196,19,Not Found
HP,Ryzen,AMD,Ryzen 5,Missing,8 GB GB,DDR4,512 GB,0 GB,Windows,32-bit,0,Casual,15.6,0,No,No,48990,60959,19,4.6,17,1,Not Found
ASUS,VivoBook,AMD,Ryzen 5,Missing,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,1,Yes,Yes,62450,74990,16,4.4,172,36,https://www.flipkart.com/asus-vivobook-15-amd-ryzen-3-dual-core-r3-3250u-4-gb-256-gb-ssd-windows-10-home-m515da-bq312ts-thin-light-laptop/p/itm5227972bab0a4?pid=COMG2DBSMFDZTE9F&lid=LSTCOMG2DBSMFDZTE9FNDKXIK&marketplace=FLIPKART&q=ASUS+VivoBook+AMD+Ryzen+5+Missing+DDR4&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=1b8e16cd-ea0c-41f8-ad80-b8dd1bedfbee.COMG2DBSMFDZTE9F.SEARCH&ppt=None&ppn=None&ssid=x254p99ibk0000001704464430397&qH=326579c7210241a1
ASUS,VivoBook,AMD,Ryzen 5,Missing,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,1,No,No,58990,73990,20,4.4,324,34,Not Found
ASUS,APU,AMD,Quad,10th,4 GB GB,DDR4,0 GB,512 GB,DOS,32-bit,0,Casual,Missing,0,No,No,19990,23390,14,4.0,2887,476,Not Found
HP,Pavilion,AMD,Ryzen 5,Missing,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,57999,70419,17,4.5,86,15,Not Found
ASUS,VivoBook,AMD,Ryzen 5,Missing,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,15.6,0,No,No,56990,80990,29,4.8,4,1,https://www.flipkart.com/asus-vivobook-15-amd-ryzen-3-dual-core-r3-3250u-4-gb-256-gb-ssd-windows-10-home-m515da-bq312ts-thin-light-laptop/p/itm5227972bab0a4?pid=COMG2DBSMFDZTE9F&lid=LSTCOMG2DBSMFDZTE9FNDKXIK&marketplace=FLIPKART&q=ASUS+VivoBook+AMD+Ryzen+5+Missing+DDR4&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=47b498d2-cd60-477c-b2f2-6c409617daf1.COMG2DBSMFDZTE9F.SEARCH&ppt=None&ppn=None&ssid=yq60wqvi0w0000001704464432352&qH=326579c7210241a1
HP,Pavilion,AMD,Ryzen 5,Missing,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,1,No,Yes,72990,87717,16,4.7,16,4,https://www.flipkart.com/hp-pavilion-intel-core-i5-7th-gen-7200u-4-gb-1-tb-hdd-windows-10-home-4-gb-graphics-15-au624tx-laptop/p/itm41f8cd5f38580?pid=COMEPZ2VXQXXP8JX&lid=LSTCOMEPZ2VXQXXP8JXQMIGAJ&marketplace=FLIPKART&q=HP+Pavilion+AMD+Ryzen+5+Missing+DDR4&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=8119f733-81f0-4139-b5b2-9a295ebed138.COMEPZ2VXQXXP8JX.SEARCH&ppt=None&ppn=None&ssid=kdw1gfksm80000001704464433707&qH=fc5dc2399b6c0544
HP,Pavilion,AMD,Ryzen 5,Missing,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,13.3,1,No,Yes,65990,89992,26,4.4,104,18,https://www.flipkart.com/hp-pavilion-intel-core-i5-7th-gen-7200u-4-gb-1-tb-hdd-windows-10-home-4-gb-graphics-15-au624tx-laptop/p/itm41f8cd5f38580?pid=COMEPZ2VXQXXP8JX&lid=LSTCOMEPZ2VXQXXP8JXQMIGAJ&marketplace=FLIPKART&q=HP+Pavilion+AMD+Ryzen+5+Missing+DDR4&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=796e4a2e-68bf-40a1-b0c6-f01fd9979c45.COMEPZ2VXQXXP8JX.SEARCH&ppt=None&ppn=None&ssid=ci5w8k1l000000001704464434449&qH=fc5dc2399b6c0544
HP,Envy,AMD,Ryzen 5,Missing,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,13.3,1,Yes,Yes,98020,0,0,0.0,0,0,Not Found
HP,Pavilion,AMD,Ryzen 5,Missing,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,14,1,No,Yes,63990,74839,14,4.2,90,13,Not Found
ASUS,Ryzen,AMD,Ryzen 5,Missing,8 GB GB,DDR4,512 GB,0 GB,Windows,32-bit,0,ThinNlight,15.6,1,No,Yes,49890,69990,28,4.7,6,1,Not Found
DELL,Inspiron,AMD,Ryzen 5,Missing,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,49990,66161,24,4.4,47,7,https://www.flipkart.com/dell-inspiron-intel-core-i3-11th-gen-1115g4-4-gb-512-gb-ssd-windows-10-3501-thin-light-laptop/p/itmde86143129e09?pid=COMG24PGWEJEQCZN&lid=LSTCOMG24PGWEJEQCZNTPTEKU&marketplace=FLIPKART&q=DELL+Inspiron+AMD+Ryzen+5+Missing+DDR4&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=2716eace-9114-4854-bb6d-af302f0131e1.COMG24PGWEJEQCZN.SEARCH&ppt=None&ppn=None&ssid=6t27o253400000001704464437129&qH=86f1defc52c2c1e2
DELL,Vostro,AMD,Ryzen 5,Missing,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,1,No,Yes,59490,65566,9,0.0,0,0,Not Found
HP,Envy,AMD,Ryzen 5,Missing,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,13.3,1,Yes,Yes,73999,88840,16,4.6,206,27,https://www.flipkart.com/hp-envy-x360-amd-ryzen-5-hexa-core-5600u-16-gb-512-gb-ssd-windows-11-home-13-x360-ay1035au-2-1-laptop/p/itmb17f2ad1bb7e1?pid=COMG9MFRASQ9UPYH&lid=LSTCOMG9MFRASQ9UPYHI8FIRG&marketplace=FLIPKART&q=HP+Envy+AMD+Ryzen+5+Missing+DDR4&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=d5adfddf-c65f-4593-986a-2949422fc150.COMG9MFRASQ9UPYH.SEARCH&ppt=None&ppn=None&ssid=re3pbxuvdc0000001704464438745&qH=acaee5a5afc06da4
DELL,Inspiron,AMD,Ryzen 5,Missing,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,60990,67861,10,4.4,183,42,https://www.flipkart.com/dell-inspiron-intel-core-i3-11th-gen-1115g4-4-gb-512-gb-ssd-windows-10-3501-thin-light-laptop/p/itmde86143129e09?pid=COMG24PGWEJEQCZN&lid=LSTCOMG24PGWEJEQCZNTPTEKU&marketplace=FLIPKART&q=DELL+Inspiron+AMD+Ryzen+5+Missing+DDR4&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=52147a68-2584-44f6-aac5-72adef297427.COMG24PGWEJEQCZN.SEARCH&ppt=None&ppn=None&ssid=mlgwa6c4yo0000001704464439449&qH=86f1defc52c2c1e2
DELL,G5,AMD,Ryzen 5,Missing,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,6,Casual,Missing,0,No,No,76190,80996,5,4.4,358,64,Not Found
Lenovo,Yoga,AMD,Ryzen 5,Missing,4 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,3,Yes,Yes,74798,104890,28,0.0,0,0,Not Found
ASUS,VivoBook,AMD,Ryzen 5,Missing,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,No,58990,73990,20,4.3,88,13,Not Found
HP,Ryzen,AMD,Ryzen 5,Missing,4 GB GB,DDR4,512 GB,0 GB,Windows,32-bit,4,Casual,Missing,0,No,No,68100,78900,13,0.0,0,0,https://www.flipkart.com/hp-245-g8-ryzen-3-amd-dual-core-4-gb-1-tb-hdd-windows-10-thin-light-laptop/p/itm992433202ad77?pid=COMG23GA3FC5RZHP&lid=LSTCOMG23GA3FC5RZHPE4XHSZ&marketplace=FLIPKART&q=HP+Ryzen+AMD+Ryzen+5+Missing+DDR4&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=4b2880a3-e99f-4b17-bb81-1a2756f4c09a.COMG23GA3FC5RZHP.SEARCH&ppt=None&ppn=None&ssid=3mgyxcr3xs0000001704464443440&qH=ace729592f7bf915
Lenovo,Yoga,AMD,Ryzen 5,Missing,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,1,Yes,Yes,77990,104890,25,0.0,0,0,Not Found
